Date,prices
13-01-2016,0.998
14-01-2016,1.003
15-01-2016,0.999
18-01-2016,1.000
19-01-2016,1.007
20-01-2016,1.002
21-01-2016,0.998
22-01-2016,0.989
25-01-2016,0.994
26-01-2016,0.989
27-01-2016,0.990
28-01-2016,0.994
29-01-2016,0.990
01-02-2016,0.992
02-02-2016,0.989
03-02-2016,0.988
04-02-2016,0.991
05-02-2016,0.984
08-02-2016,0.987
09-02-2016,0.981
10-02-2016,0.988
11-02-2016,0.991
12-02-2016,0.984
15-02-2016,0.988
16-02-2016,0.986
17-02-2016,0.982
18-02-2016,0.982
19-02-2016,0.984
22-02-2016,0.991
23-02-2016,0.994
24-02-2016,0.986
25-02-2016,0.979
26-02-2016,0.964
29-02-2016,0.967
01-03-2016,0.962
02-03-2016,0.979
03-03-2016,0.985
04-03-2016,0.991
07-03-2016,0.992
08-03-2016,0.998
09-03-2016,0.992
10-03-2016,0.994
11-03-2016,1.001
14-03-2016,0.997
15-03-2016,0.996
16-03-2016,0.989
17-03-2016,0.993
18-03-2016,0.989
21-03-2016,0.993
22-03-2016,0.994
23-03-2016,0.995
24-03-2016,0.997
25-03-2016,0.997
28-03-2016,0.995
29-03-2016,0.997
30-03-2016,0.995
31-03-2016,0.996
01-04-2016,0.998
04-04-2016,0.995
05-04-2016,0.991
06-04-2016,0.995
07-04-2016,0.986
08-04-2016,0.981
11-04-2016,0.980
12-04-2016,0.981
13-04-2016,0.981
14-04-2016,0.989
15-04-2016,0.990
18-04-2016,0.991
19-04-2016,0.990
20-04-2016,0.986
21-04-2016,0.986
22-04-2016,0.977
25-04-2016,0.978
26-04-2016,0.977
27-04-2016,0.956
28-04-2016,0.957
29-04-2016,0.954
02-05-2016,0.961
03-05-2016,0.952
04-05-2016,0.960
05-05-2016,0.960
06-05-2016,0.951
09-05-2016,0.948
10-05-2016,0.951
11-05-2016,0.948
12-05-2016,0.941
13-05-2016,0.941
16-05-2016,0.940
17-05-2016,0.945
18-05-2016,0.943
19-05-2016,0.946
20-05-2016,0.947
23-05-2016,0.949
24-05-2016,0.943
25-05-2016,0.937
26-05-2016,0.938
27-05-2016,0.935
30-05-2016,0.937
31-05-2016,0.947
01-06-2016,0.949
02-06-2016,0.947
03-06-2016,0.953
06-06-2016,0.944
07-06-2016,0.950
08-06-2016,0.948
09-06-2016,0.946
10-06-2016,0.943
13-06-2016,0.948
14-06-2016,0.947
15-06-2016,0.957
16-06-2016,0.955
17-06-2016,0.954
20-06-2016,0.955
21-06-2016,0.955
22-06-2016,0.963
23-06-2016,0.971
24-06-2016,0.971
27-06-2016,0.959
28-06-2016,0.962
29-06-2016,0.964
30-06-2016,0.963
01-07-2016,0.969
04-07-2016,0.968
05-07-2016,0.969
06-07-2016,0.975
07-07-2016,0.973
08-07-2016,0.987
11-07-2016,0.988
12-07-2016,0.994
13-07-2016,0.987
14-07-2016,0.984
15-07-2016,0.983
18-07-2016,0.983
19-07-2016,0.977
20-07-2016,0.977
21-07-2016,0.981
22-07-2016,0.980
25-07-2016,0.987
26-07-2016,0.989
27-07-2016,0.988
28-07-2016,0.987
29-07-2016,0.990
01-08-2016,0.989
02-08-2016,0.998
03-08-2016,0.992
04-08-2016,0.993
05-08-2016,1.003
08-08-2016,1.007
09-08-2016,1.006
10-08-2016,1.006
11-08-2016,1.000
12-08-2016,0.990
15-08-2016,0.991
16-08-2016,0.990
17-08-2016,0.983
18-08-2016,0.982
19-08-2016,0.982
22-08-2016,0.986
23-08-2016,0.983
24-08-2016,0.984
25-08-2016,0.984
26-08-2016,0.984
29-08-2016,0.985
30-08-2016,0.984
31-08-2016,0.985
01-09-2016,0.989
02-09-2016,0.984
05-09-2016,0.980
06-09-2016,0.988
07-09-2016,0.989
08-09-2016,0.989
09-09-2016,0.984
12-09-2016,0.987
13-09-2016,0.984
14-09-2016,0.986
15-09-2016,0.989
16-09-2016,0.989
19-09-2016,0.995
20-09-2016,0.997
21-09-2016,0.999
22-09-2016,0.997
23-09-2016,1.004
26-09-2016,1.010
27-09-2016,1.012
28-09-2016,1.006
29-09-2016,1.004
30-09-2016,1.006
03-10-2016,1.007
04-10-2016,1.005
05-10-2016,1.004
06-10-2016,1.002
07-10-2016,1.008
10-10-2016,1.002
11-10-2016,1.000
12-10-2016,1.004
13-10-2016,0.999
14-10-2016,1.001
17-10-2016,1.001
18-10-2016,1.005
19-10-2016,1.013
20-10-2016,1.009
21-10-2016,1.015
24-10-2016,1.011
25-10-2016,1.021
26-10-2016,1.024
27-10-2016,1.016
28-10-2016,1.018
31-10-2016,1.021
01-11-2016,1.025
02-11-2016,1.026
03-11-2016,1.029
04-11-2016,1.029
07-11-2016,1.033
08-11-2016,1.031
09-11-2016,1.025
10-11-2016,1.026
11-11-2016,1.023
14-11-2016,1.024
15-11-2016,1.017
16-11-2016,1.006
17-11-2016,1.002
18-11-2016,0.991
21-11-2016,0.989
22-11-2016,0.995
23-11-2016,0.996
24-11-2016,0.999
25-11-2016,1.007
28-11-2016,1.004
29-11-2016,1.005
30-11-2016,0.992
01-12-2016,0.987
02-12-2016,0.992
05-12-2016,0.992
06-12-2016,0.991
07-12-2016,0.990
08-12-2016,0.984
09-12-2016,0.982
12-12-2016,0.985
13-12-2016,0.985
14-12-2016,0.984
15-12-2016,0.981
16-12-2016,0.974
19-12-2016,0.972
20-12-2016,0.971
21-12-2016,0.971
22-12-2016,0.973
23-12-2016,0.972
26-12-2016,0.971
27-12-2016,0.976
28-12-2016,0.974
29-12-2016,0.975
30-12-2016,0.969
02-01-2017,0.966
03-01-2017,0.970
04-01-2017,0.969
05-01-2017,0.970
06-01-2017,0.966
09-01-2017,0.972
10-01-2017,0.975
11-01-2017,0.981
12-01-2017,0.984
13-01-2017,0.984
16-01-2017,0.985
17-01-2017,0.987
18-01-2017,0.996
19-01-2017,1.007
20-01-2017,1.006
23-01-2017,1.004
24-01-2017,0.998
25-01-2017,0.990
26-01-2017,0.986
27-01-2017,0.993
30-01-2017,0.991
31-01-2017,0.988
01-02-2017,0.990
02-02-2017,0.998
03-02-2017,1.001
06-02-2017,1.002
07-02-2017,1.005
08-02-2017,1.005
09-02-2017,1.002
10-02-2017,1.004
13-02-2017,0.999
14-02-2017,1.002
15-02-2017,1.008
16-02-2017,1.006
17-02-2017,1.005
20-02-2017,1.008
21-02-2017,1.009
22-02-2017,1.014
23-02-2017,1.011
24-02-2017,1.005
27-02-2017,1.012
28-02-2017,1.019
01-03-2017,1.023
02-03-2017,1.014
03-03-2017,1.016
06-03-2017,1.017
07-03-2017,1.018
08-03-2017,1.016
09-03-2017,1.014
10-03-2017,1.016
13-03-2017,1.018
14-03-2017,1.019
15-03-2017,1.026
16-03-2017,1.023
17-03-2017,1.028
20-03-2017,1.032
21-03-2017,1.027
22-03-2017,1.023
23-03-2017,1.018
24-03-2017,1.020
27-03-2017,1.019
28-03-2017,1.022
29-03-2017,1.022
30-03-2017,1.020
31-03-2017,1.016
03-04-2017,1.018
04-04-2017,1.014
05-04-2017,1.017
06-04-2017,1.012
07-04-2017,1.005
10-04-2017,1.000
11-04-2017,0.999
12-04-2017,0.997
13-04-2017,1.009
14-04-2017,1.010
17-04-2017,1.011
18-04-2017,1.011
19-04-2017,1.011
20-04-2017,1.014
21-04-2017,1.018
24-04-2017,1.022
25-04-2017,1.023
26-04-2017,1.018
27-04-2017,1.018
28-04-2017,1.022
01-05-2017,1.030
02-05-2017,1.033
03-05-2017,1.019
04-05-2017,1.019
05-05-2017,1.013
08-05-2017,1.011
09-05-2017,1.008
10-05-2017,1.006
11-05-2017,1.011
12-05-2017,1.013
15-05-2017,1.011
16-05-2017,1.011
17-05-2017,1.011
18-05-2017,1.009
19-05-2017,1.008
22-05-2017,1.010
23-05-2017,1.011
24-05-2017,1.006
25-05-2017,1.005
26-05-2017,1.001
29-05-2017,1.001
30-05-2017,1.005
31-05-2017,1.003
01-06-2017,0.997
02-06-2017,1.004
05-06-2017,1.009
06-06-2017,1.010
07-06-2017,1.020
08-06-2017,1.019
09-06-2017,1.014
12-06-2017,1.005
13-06-2017,0.998
14-06-2017,1.005
15-06-2017,1.006
16-06-2017,1.007
19-06-2017,1.005
20-06-2017,1.006
21-06-2017,1.007
22-06-2017,0.998
23-06-2017,1.004
26-06-2017,1.005
27-06-2017,1.001
28-06-2017,0.996
29-06-2017,0.999
30-06-2017,0.997
03-07-2017,0.997
04-07-2017,0.984
05-07-2017,0.985
06-07-2017,0.985
07-07-2017,0.979
10-07-2017,0.981
11-07-2017,0.986
12-07-2017,0.979
13-07-2017,0.983
14-07-2017,0.990
17-07-2017,0.991
18-07-2017,1.000
19-07-2017,1.003
20-07-2017,1.002
21-07-2017,0.993
24-07-2017,0.991
25-07-2017,0.993
26-07-2017,0.996
27-07-2017,1.000
28-07-2017,0.993
31-07-2017,0.999
01-08-2017,0.999
02-08-2017,1.002
03-08-2017,1.001
04-08-2017,1.003
07-08-2017,1.003
08-08-2017,1.002
09-08-2017,1.002
10-08-2017,1.004
11-08-2017,1.001
14-08-2017,0.999
15-08-2017,0.998
16-08-2017,1.000
17-08-2017,1.000
18-08-2017,0.998
21-08-2017,0.997
22-08-2017,0.994
23-08-2017,0.993
24-08-2017,0.989
25-08-2017,0.990
28-08-2017,0.996
29-08-2017,0.994
30-08-2017,0.998
31-08-2017,0.992
01-09-2017,0.988
04-09-2017,0.987
05-09-2017,0.989
06-09-2017,0.978
07-09-2017,0.975
08-09-2017,0.980
11-09-2017,0.972
12-09-2017,0.977
13-09-2017,0.972
14-09-2017,0.973
15-09-2017,0.973
